day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;93300;STARFRUIT;5046;23;;;;;5049;6;5051;1;5053;23;5047.5;1050.6640625
1;93300;AMETHYSTS;9995;23;;;;;10000;6;10002;3;10005;23;9997.5;1849.0
1;93400;STARFRUIT;5046;23;;;;;5054;23;;;;;5050.0;1063.2890625
1;93400;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;1849.0
1;93500;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;1849.0
1;93500;STARFRUIT;5051;5;5047;1;5046;28;5053;29;;;;;5052.0;1059.140625
1;93600;STARFRUIT;5046;29;;;;;5053;29;;;;;5049.5;1062.8984375
1;93600;AMETHYSTS;9995;29;;;;;9998;1;10002;4;10005;29;9996.5;1849.0
1;93700;STARFRUIT;5047;1;5046;29;;;5053;30;;;;;5050.0;1067.1953125
1;93700;AMETHYSTS;9998;7;9996;1;9995;29;10004;1;10005;29;;;10001.0;1851.0
1;93800;STARFRUIT;5046;21;;;;;5051;6;5053;21;;;5048.5;1060.078125
1;93800;AMETHYSTS;9996;1;9995;20;;;9998;5;10004;1;10005;20;9997.0;1851.0
1;93900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1864.0
1;93900;STARFRUIT;5046;29;;;;;5053;29;;;;;5049.5;1061.03125
1;94000;STARFRUIT;5047;8;5046;22;;;5053;22;;;;;5050.0;1064.6875
1;94000;AMETHYSTS;9995;22;;;;;10002;7;10005;22;;;9998.5;1864.0
1;94100;STARFRUIT;5046;31;;;;;5052;1;5053;30;;;5049.0;1055.8515625
1;94100;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1864.0
1;94200;AMETHYSTS;9995;28;;;;;10002;8;10005;28;;;9998.5;1864.0
1;94200;STARFRUIT;5046;28;;;;;5051;3;5053;28;;;5048.5;1060.6640625
1;94300;STARFRUIT;5046;31;;;;;5053;31;;;;;5049.5;1060.7734375
1;94300;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1864.0
1;94400;STARFRUIT;5046;23;;;;;5053;23;;;;;5049.5;1063.3515625
1;94400;AMETHYSTS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;1864.0
1;94500;STARFRUIT;5046;21;;;;;5053;21;;;;;5049.5;1056.6171875
1;94500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1864.0
1;94600;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;1864.0
1;94600;STARFRUIT;5047;2;5046;28;;;5053;28;;;;;5050.0;1056.4296875
1;94700;STARFRUIT;5051;1;5045;21;;;5052;21;;;;;5051.5;1049.875
1;94700;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1864.0
1;94800;STARFRUIT;5045;23;;;;;5052;23;;;;;5048.5;1086.9033203125
1;94800;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1864.0
1;94900;STARFRUIT;5045;28;;;;;5052;28;;;;;5048.5;1086.859375
1;94900;AMETHYSTS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;1864.0
1;95000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1872.0
1;95000;STARFRUIT;5046;6;5045;30;;;5052;30;;;;;5049.0;1087.3154296875
1;95100;STARFRUIT;5050;1;5045;22;;;5052;22;;;;;5051.0;1087.2373046875
1;95100;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1876.0
1;95200;STARFRUIT;5045;29;;;;;5052;29;;;;;5048.5;1087.8466796875
1;95200;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;1876.0
1;95300;STARFRUIT;5044;26;;;;;5049;4;5051;26;;;5046.5;1089.9384765625
1;95300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1876.0
1;95400;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1876.0
1;95400;STARFRUIT;5043;30;;;;;5048;1;5050;30;;;5045.5;1080.673828125
1;95500;STARFRUIT;5043;21;;;;;5048;3;5050;21;;;5045.5;1079.6787109375
1;95500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1876.0
1;95600;STARFRUIT;5043;21;;;;;5050;21;;;;;5046.5;1079.9716796875
1;95600;AMETHYSTS;9995;21;;;;;9998;1;10005;21;;;9996.5;1876.0
1;95700;STARFRUIT;5043;29;;;;;5050;29;;;;;5046.5;1079.50390625
1;95700;AMETHYSTS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;1878.0
1;95800;AMETHYSTS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;1880.0
1;95800;STARFRUIT;5043;22;;;;;5044;1;5050;22;;;5043.5;1079.6171875
1;95900;STARFRUIT;5049;1;5044;3;5043;22;5050;2;5051;22;;;5049.5;1083.916015625
1;95900;AMETHYSTS;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;1882.0
1;96000;STARFRUIT;5049;1;5043;21;;;5050;21;;;;;5049.5;1084.84375
1;96000;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1882.0
1;96100;STARFRUIT;5044;26;;;;;5051;27;;;;;5047.5;1088.7802734375
1;96100;AMETHYSTS;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;1882.0
1;96200;AMETHYSTS;9996;1;9995;20;;;10002;2;10004;1;10005;20;9999.0;1882.0
1;96200;STARFRUIT;5043;21;;;;;5050;21;;;;;5046.5;1086.5966796875
1;96300;STARFRUIT;5043;23;;;;;5050;23;;;;;5046.5;1086.814453125
1;96300;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;1882.0
1;96400;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1888.0
1;96400;STARFRUIT;5044;7;5043;27;;;5050;27;;;;;5047.0;1092.0
1;96500;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1888.0
1;96500;STARFRUIT;5044;6;5043;27;;;5050;27;;;;;5047.0;1092.0
1;96600;AMETHYSTS;10000;5;9996;1;9995;24;10004;1;10005;24;;;10002.0;1888.0
1;96600;STARFRUIT;5046;4;5043;25;;;5048;1;5050;25;;;5047.0;1092.0
1;96700;STARFRUIT;5043;32;;;;;5048;2;5049;2;5050;30;5045.5;1092.0
1;96700;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1888.0
1;96800;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1888.0
1;96800;STARFRUIT;5044;4;5043;30;;;5050;30;;;;;5047.0;1092.0
1;96900;AMETHYSTS;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;1888.0
1;96900;STARFRUIT;5043;23;;;;;5050;23;;;;;5046.5;1092.0
1;97000;AMETHYSTS;9996;1;9995;24;;;10002;2;10004;1;10005;24;9999.0;1890.0
1;97000;STARFRUIT;5043;25;;;;;5050;25;;;;;5046.5;1092.0
1;97100;STARFRUIT;5044;29;;;;;5049;8;5051;29;;;5046.5;1092.0
1;97100;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;1890.0
1;97200;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;1890.0
1;97200;STARFRUIT;5043;20;;;;;5045;5;5050;20;;;5044.0;1092.0
1;97300;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1890.0
1;97300;STARFRUIT;5048;1;5044;6;5043;21;5050;21;;;;;5049.0;1098.3203125
1;97400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;1890.0
1;97400;STARFRUIT;5049;1;5043;30;;;5050;30;;;;;5049.5;1100.908203125
1;97500;STARFRUIT;5043;24;;;;;5050;24;;;;;5046.5;1102.7353515625
1;97500;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;1890.0
1;97600;AMETHYSTS;10000;6;9996;2;9995;25;10004;2;10005;25;;;10002.0;1890.0
1;97600;STARFRUIT;5045;6;5043;2;5042;25;5047;2;5049;2;5050;25;5046.0;1101.935546875
1;97700;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1890.0
1;97700;STARFRUIT;5042;29;;;;;5049;29;;;;;5045.5;1097.84765625
1;97800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1890.0
1;97800;STARFRUIT;5042;28;;;;;5047;7;5048;2;5049;26;5044.5;1095.236328125
1;97900;STARFRUIT;5041;23;;;;;5048;23;;;;;5044.5;1094.216796875
1;97900;AMETHYSTS;10002;3;9995;23;;;10005;23;;;;;10003.5;1890.0
1;98000;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1896.0
1;98000;STARFRUIT;5042;27;;;;;5049;27;;;;;5045.5;1097.48828125
1;98100;AMETHYSTS;9998;8;9995;30;;;10005;30;;;;;10001.5;1896.0
1;98100;STARFRUIT;5042;30;;;;;5043;1;5047;3;5049;30;5042.5;1098.916015625
1;98200;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;1896.0
1;98200;STARFRUIT;5042;29;;;;;5049;29;;;;;5045.5;1100.60546875
1;98300;STARFRUIT;5043;21;;;;;5046;3;5050;21;;;5044.5;1103.81640625
1;98300;AMETHYSTS;9995;21;;;;;9998;1;10000;3;10005;21;9996.5;1916.0
1;98400;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1918.0
1;98400;STARFRUIT;5043;28;;;;;5049;1;5050;27;;;5046.0;1103.6796875
1;98500;AMETHYSTS;9996;2;9995;30;;;9998;1;10002;7;10004;2;9997.0;1918.0
1;98500;STARFRUIT;5043;32;;;;;5049;2;5050;30;;;5046.0;1115.453125
1;98600;STARFRUIT;5042;24;;;;;5049;24;;;;;5045.5;1113.328125
1;98600;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;1920.0
1;98700;STARFRUIT;5043;1;5042;25;;;5049;26;;;;;5046.0;1112.484375
1;98700;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1920.0
1;98800;STARFRUIT;5043;25;;;;;5049;2;5050;23;;;5046.0;1116.9296875
1;98800;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1920.0
1;98900;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1948.0
1;98900;STARFRUIT;5044;4;5043;25;;;5049;1;5050;24;;;5046.5;1115.71875
1;99000;STARFRUIT;5043;1;5042;27;;;5049;28;;;;;5046.0;1112.4375
1;99000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1948.0
1;99100;STARFRUIT;5042;22;;;;;5049;22;;;;;5045.5;1112.8359375
1;99100;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;1948.0
1;99200;STARFRUIT;5042;26;;;;;5049;26;;;;;5045.5;1106.921875
1;99200;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1976.0
1;99300;AMETHYSTS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;1976.0
1;99300;STARFRUIT;5048;1;5043;23;;;5049;2;5050;21;;;5048.5;1116.796875
1;99400;STARFRUIT;5044;1;5043;29;;;5050;30;;;;;5047.0;1128.6484375
1;99400;AMETHYSTS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;1978.0
1;99500;STARFRUIT;5043;20;;;;;5050;20;;;;;5046.5;1125.5390625
1;99500;AMETHYSTS;9995;20;;;;;9998;3;10005;20;;;9996.5;1984.0
1;99600;STARFRUIT;5043;28;;;;;5050;28;;;;;5046.5;1131.421875
1;99600;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;1990.0
1;99700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1990.0
1;99700;STARFRUIT;5043;26;;;;;5050;26;;;;;5046.5;1124.953125
1;99800;STARFRUIT;5043;26;;;;;5050;26;;;;;5046.5;1127.21875
1;99800;AMETHYSTS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;1990.0
1;99900;STARFRUIT;5043;27;;;;;5049;1;5050;27;;;5046.0;1155.31640625
1;99900;AMETHYSTS;9998;6;9996;1;9995;27;10004;1;10005;27;;;10001.0;1990.0
1;100000;STARFRUIT;5043;1;5042;25;;;5049;1;5050;25;;;5046.0;1159.125
1;100000;AMETHYSTS;10002;1;9998;6;9996;1;10004;1;10005;25;;;10003.0;1990.0
1;100100;AMETHYSTS;9996;2;9995;26;;;9998;4;10004;2;10005;26;9997.0;1992.0
1;100100;STARFRUIT;5043;28;;;;;5049;2;5050;26;;;5046.0;1160.078125
1;100200;STARFRUIT;5044;3;5043;30;;;5050;30;;;;;5047.0;1160.2734375
1;100200;AMETHYSTS;9995;30;;;;;10002;8;10005;30;;;9998.5;2000.0
1;100300;STARFRUIT;5043;8;5042;29;;;5049;31;;;;;5046.0;1158.806640625
1;100300;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2000.0
1;100400;STARFRUIT;5043;21;;;;;5050;21;;;;;5046.5;1159.42578125
1;100400;AMETHYSTS;10002;1;9995;21;;;10005;21;;;;;10003.5;2000.0
1;100500;AMETHYSTS;9998;7;9995;27;;;10005;27;;;;;10001.5;2002.0
1;100500;STARFRUIT;5042;27;;;;;5050;27;;;;;5046.0;1158.982421875
1;100600;STARFRUIT;5043;32;;;;;5049;2;5050;30;;;5046.0;1159.486328125
1;100600;AMETHYSTS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;2002.0
1;100700;STARFRUIT;5043;25;;;;;5050;25;;;;;5046.5;1159.634765625
1;100700;AMETHYSTS;9998;6;9995;25;;;10005;25;;;;;10001.5;2004.0
1;100800;STARFRUIT;5043;29;;;;;5050;29;;;;;5046.5;1161.478515625
1;100800;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;2004.0
1;100900;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2004.0
1;100900;STARFRUIT;5049;10;5045;4;5044;30;5050;2;5051;28;;;5049.5;1191.140625
1;101000;STARFRUIT;5044;4;5043;32;;;5050;32;;;;;5047.0;1194.13671875
1;101000;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2025.0
1;101100;STARFRUIT;5045;8;5044;21;;;5051;21;;;;;5048.0;1189.1640625
1;101100;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;2025.0
1;101200;STARFRUIT;5044;22;;;;;5051;22;;;;;5047.5;1188.921875
1;101200;AMETHYSTS;10002;2;9995;22;;;10005;22;;;;;10003.5;2025.0
1;101300;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;2029.0
1;101300;STARFRUIT;5044;21;;;;;5051;21;;;;;5047.5;1190.73046875
1;101400;STARFRUIT;5049;1;5044;23;;;5051;23;;;;;5050.0;1187.859375
1;101400;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2029.0
1;101500;STARFRUIT;5049;1;5048;5;5043;25;5050;25;;;;;5049.5;1195.26953125
1;101500;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2029.0
1;101600;STARFRUIT;5043;25;;;;;5050;25;;;;;5046.5;1195.4296875
1;101600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;2029.0
1;101700;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2029.0
1;101700;STARFRUIT;5044;1;5043;31;;;5050;31;;;;;5047.0;1196.73046875
1;101800;STARFRUIT;5044;1;5043;30;;;5050;31;;;;;5047.0;1195.8828125
1;101800;AMETHYSTS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;2029.0
1;101900;STARFRUIT;5044;2;5043;26;;;5046;4;5050;2;5051;26;5045.0;1194.0390625
1;101900;AMETHYSTS;9998;6;9996;2;9995;26;10000;5;10004;2;10005;26;9999.0;2031.0
1;102000;STARFRUIT;5043;24;;;;;5050;24;;;;;5046.5;1200.69140625
1;102000;AMETHYSTS;9998;7;9996;1;9995;23;10004;1;10005;23;;;10001.0;2031.0
1;102100;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;2031.0
1;102100;STARFRUIT;5045;1;5044;27;;;5051;27;;;;;5048.0;1195.953125
1;102200;STARFRUIT;5045;2;5044;26;;;5051;28;;;;;5048.0;1193.0859375
1;102200;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;2031.0
1;102300;STARFRUIT;5049;5;5044;23;;;5051;23;;;;;5050.0;1193.8046875
1;102300;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2031.0
1;102400;STARFRUIT;5044;20;;;;;5051;20;;;;;5047.5;1193.99609375
1;102400;AMETHYSTS;9995;20;;;;;10002;10;10005;20;;;9998.5;2031.0
1;102500;AMETHYSTS;9996;2;9995;28;;;9998;1;10002;10;10004;2;9997.0;2031.0
1;102500;STARFRUIT;5044;30;;;;;5049;1;5051;30;;;5046.5;1196.0
1;102600;STARFRUIT;5049;3;5045;7;5044;30;5051;30;;;;;5050.0;1193.03515625
1;102600;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2033.0
1;102700;STARFRUIT;5044;23;;;;;5051;23;;;;;5047.5;1193.861328125
1;102700;AMETHYSTS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;2033.0
1;102800;STARFRUIT;5044;1;5043;25;;;5050;1;5051;25;;;5047.0;1201.96875
1;102800;AMETHYSTS;9998;2;9996;1;9995;25;10004;1;10005;25;;;10001.0;2035.0
1;102900;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;2035.0
1;102900;STARFRUIT;5043;26;;;;;5050;26;;;;;5046.5;1203.1328125
1;103000;STARFRUIT;5043;30;;;;;5050;30;;;;;5046.5;1205.88671875
1;103000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2035.0
1;103100;STARFRUIT;5043;26;;;;;5050;26;;;;;5046.5;1204.06640625
1;103100;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2035.0
1;103200;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;2055.0
1;103200;STARFRUIT;5044;2;5043;25;;;5050;25;;;;;5047.0;1204.578125
1;103300;STARFRUIT;5042;26;;;;;5049;26;;;;;5045.5;1210.09375
1;103300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;2055.0
1;103400;STARFRUIT;5042;27;;;;;5043;5;5049;27;;;5042.5;1213.9921875
1;103400;AMETHYSTS;10002;6;9996;1;9995;26;10004;1;10005;26;;;10003.0;2055.0
1;103500;STARFRUIT;5042;26;;;;;5049;26;;;;;5045.5;1225.1328125
1;103500;AMETHYSTS;9998;6;9996;2;9995;24;10004;2;10005;24;;;10001.0;2067.0
1;103600;AMETHYSTS;10002;2;9995;22;;;10005;22;;;;;10003.5;2067.0
1;103600;STARFRUIT;5042;22;;;;;5049;22;;;;;5045.5;1225.86328125
1;103700;STARFRUIT;5041;26;;;;;5048;26;;;;;5044.5;1226.8203125
1;103700;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2071.0
1;103800;STARFRUIT;5042;7;5041;27;;;5048;28;;;;;5045.0;1226.443359375
1;103800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2071.0
1;103900;STARFRUIT;5042;28;;;;;5045;2;5047;2;5048;1;5043.5;1225.689453125
1;103900;AMETHYSTS;9996;1;9995;27;;;10000;2;10004;1;10005;27;9998.0;2071.0
1;104000;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2075.0
1;104000;STARFRUIT;5042;32;;;;;5049;32;;;;;5045.5;1222.6865234375
1;104100;STARFRUIT;5043;29;;;;;5049;1;5050;28;;;5046.0;1224.076171875
1;104100;AMETHYSTS;9996;1;9995;28;;;9998;3;10004;1;10005;28;9997.0;2075.0
1;104200;STARFRUIT;5049;1;5043;28;;;5050;28;;;;;5049.5;1225.0986328125
1;104200;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;2081.0
1;104300;STARFRUIT;5044;30;;;;;5051;30;;;;;5047.5;1228.2578125
1;104300;AMETHYSTS;9995;30;;;;;10002;10;10005;30;;;9998.5;2081.0
1;104400;AMETHYSTS;10002;1;9995;20;;;10005;20;;;;;10003.5;2081.0
1;104400;STARFRUIT;5043;20;;;;;5051;20;;;;;5047.0;1227.9912109375
1;104500;STARFRUIT;5044;2;5043;27;;;5050;29;;;;;5047.0;1227.9189453125
1;104500;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2083.0
1;104600;STARFRUIT;5044;2;5043;22;;;5048;3;5050;2;5051;22;5046.0;1227.97412109375
1;104600;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2083.0
1;104700;STARFRUIT;5043;25;;;;;5051;25;;;;;5047.0;1227.98974609375
1;104700;AMETHYSTS;9998;10;9995;25;;;10005;25;;;;;10001.5;2083.0
1;104800;AMETHYSTS;9998;10;9996;2;9995;22;10004;2;10005;22;;;10001.0;2083.0
1;104800;STARFRUIT;5049;1;5044;24;;;5050;2;5051;22;;;5049.5;1234.5537109375
1;104900;STARFRUIT;5049;1;5044;30;;;5051;30;;;;;5050.0;1236.5673828125
1;104900;AMETHYSTS;9998;2;9996;1;9995;29;10004;1;10005;29;;;10001.0;2083.0
1;105000;STARFRUIT;5044;25;;;;;5049;8;5051;25;;;5046.5;1238.5166015625
1;105000;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2083.0
1;105100;STARFRUIT;5045;24;;;;;5052;24;;;;;5048.5;1239.068359375
1;105100;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;2083.0
1;105200;AMETHYSTS;10002;1;9998;8;9996;1;10004;1;10005;22;;;10003.0;2083.0
1;105200;STARFRUIT;5046;2;5045;23;;;5052;23;;;;;5049.0;1239.6259765625
1;105300;STARFRUIT;5045;24;;;;;5050;5;5052;24;;;5047.5;1239.3095703125
1;105300;AMETHYSTS;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;2085.0
1;105400;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2087.0
1;105400;STARFRUIT;5045;31;;;;;5052;31;;;;;5048.5;1239.5966796875
1;105500;AMETHYSTS;10000;2;9996;1;9995;23;10004;1;10005;23;;;10002.0;2087.0
1;105500;STARFRUIT;5048;2;5046;5;5045;24;5051;1;5052;23;;;5049.5;1239.095703125
1;105600;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;2087.0
1;105600;STARFRUIT;5045;8;5044;20;;;5051;20;;;;;5048.0;1238.92236328125
1;105700;STARFRUIT;5045;4;5044;27;;;5051;27;;;;;5048.0;1238.76513671875
1;105700;AMETHYSTS;9995;27;;;;;10002;2;10005;27;;;9998.5;2087.0
1;105800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;2087.0
1;105800;STARFRUIT;5045;30;;;;;5052;30;;;;;5048.5;1239.3447265625
1;105900;AMETHYSTS;10002;10;9996;1;9995;29;10004;1;10005;29;;;10003.0;2087.0
1;105900;STARFRUIT;5051;1;5045;30;;;5052;30;;;;;5051.5;1239.728515625
1;106000;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2107.0
1;106000;STARFRUIT;5045;27;;;;;5052;27;;;;;5048.5;1242.0
1;106100;STARFRUIT;5045;24;;;;;5052;24;;;;;5048.5;1247.3359375
1;106100;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2113.0
1;106200;AMETHYSTS;9996;1;9995;25;;;10002;9;10004;1;10005;25;9999.0;2113.0
1;106200;STARFRUIT;5045;26;;;;;5051;1;5052;25;;;5048.0;1246.0771484375
1;106300;AMETHYSTS;10002;5;9996;1;9995;22;10004;1;10005;22;;;10003.0;2113.0
1;106300;STARFRUIT;5045;23;;;;;5046;4;5051;1;5052;22;5045.5;1246.2919921875
1;106400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;2123.0
1;106400;STARFRUIT;5045;22;;;;;5046;2;5052;22;;;5045.5;1254.5390625
1;106500;STARFRUIT;5050;1;5045;1;5044;24;5051;25;;;;;5050.5;1256.76953125
1;106500;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2123.0
1;106600;AMETHYSTS;9995;30;;;;;10002;8;10005;30;;;9998.5;2123.0
1;106600;STARFRUIT;5045;3;5044;30;;;5051;30;;;;;5048.0;1255.44921875
1;106700;AMETHYSTS;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;2123.0
1;106700;STARFRUIT;5044;29;;;;;5050;2;5051;27;;;5047.0;1254.34765625
1;106800;AMETHYSTS;9996;1;9995;21;;;10002;9;10004;1;10005;21;9999.0;2123.0
1;106800;STARFRUIT;5045;6;5044;22;;;5050;1;5051;21;;;5047.5;1253.99609375
1;106900;STARFRUIT;5044;31;;;;;5051;31;;;;;5047.5;1254.9609375
1;106900;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2123.0
1;107000;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2123.0
1;107000;STARFRUIT;5044;1;5043;26;;;5050;27;;;;;5047.0;1251.93359375
1;107100;AMETHYSTS;9995;28;;;;;10002;1;10005;28;;;9998.5;2123.0
1;107100;STARFRUIT;5044;28;;;;;5051;28;;;;;5047.5;1255.28515625
1;107200;AMETHYSTS;9996;2;9995;21;;;10002;1;10004;2;10005;21;9999.0;2123.0
1;107200;STARFRUIT;5045;2;5044;23;;;5051;23;;;;;5048.0;1257.8984375
1;107300;STARFRUIT;5045;2;5044;30;;;5047;2;5051;32;;;5046.0;1259.06640625
1;107300;AMETHYSTS;9996;2;9995;30;;;10000;2;10002;7;10004;2;9998.0;2123.0
1;107400;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;2123.0
1;107400;STARFRUIT;5044;29;;;;;5051;29;;;;;5047.5;1258.86328125
1;107500;AMETHYSTS;10002;3;9996;2;9995;27;10004;2;10005;27;;;10003.0;2123.0
1;107500;STARFRUIT;5045;2;5044;27;;;5049;5;5051;29;;;5047.0;1261.6171875
1;107600;STARFRUIT;5045;7;5044;22;;;5051;24;;;;;5048.0;1260.10546875
1;107600;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2129.0
1;107700;STARFRUIT;5044;23;;;;;5051;23;;;;;5047.5;1259.828125
1;107700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;2129.0
1;107800;STARFRUIT;5045;31;;;;;5050;8;5051;2;5052;29;5047.5;1263.6640625
1;107800;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2129.0
1;107900;AMETHYSTS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;2129.0
1;107900;STARFRUIT;5045;2;5044;30;;;5049;7;5051;32;;;5047.0;1260.0546875
1;108000;STARFRUIT;5044;30;;;;;5051;30;;;;;5047.5;1249.125
1;108000;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2129.0
1;108100;STARFRUIT;5045;30;;;;;5052;30;;;;;5048.5;1258.0
1;108100;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;2129.0
1;108200;STARFRUIT;5045;31;;;;;5051;1;5052;30;;;5048.0;1256.9609375
1;108200;AMETHYSTS;9996;1;9995;30;;;10002;9;10004;1;10005;30;9999.0;2129.0
